
# L= 80  beta= [2.0]  t_max= 30.0  steps= 2000,D= [60] #
t 	 E 	 mag
27.165	-76.86178033353802	-0.10907301172543321
27.18	-76.8617866851326	-0.10902701188120495
27.195	-76.86179303563145	-0.10898912019973006
27.21	-76.86179938900875	-0.10895952705813215
27.225	-76.8618057492992	-0.1089383951853595
27.24	-76.86181212058086	-0.10892585887847511
27.255	-76.8618185069702	-0.10892202331393928
27.27	-76.86182491260915	-0.10892696395713321
27.285	-76.8618313416546	-0.10894072607304153
27.3	-76.86183779826884	-0.10896332434065448
27.315	-76.86184428660502	-0.10899474257326922
27.33	-76.86185081080161	-0.10903493354652098
27.345	-76.86185737496284	-0.10908381893551997
27.36	-76.86186398315296	-0.10914128936215864
27.375	-76.86187063938249	-0.10920720455317547
27.39	-76.86187734759042	-0.10928139360918454
27.405	-76.86188411163712	-0.10936365538449036
27.42	-76.86189093528645	-0.10945375897704575
27.435	-76.86189782219373	-0.10955144432754488
27.45	-76.86190477589005	-0.10965642292622033
27.465	-76.86191179976628	-0.1097683786254944
27.48	-76.86191889706072	-0.10988696855628236
27.495	-76.86192607083801	-0.1100118241452965
27.51	-76.86193332398219	-0.11014255223038452
27.525	-76.86194065917049	-0.11027873627050473
27.54	-76.86194807886694	-0.11041993764665257
27.555	-76.8619555853005	-0.11056569704965044
27.57	-76.8619631804504	-0.110715535950423
27.585	-76.8619708660345	-0.11086895814808201
27.6	-76.86197864349175	-0.11102545139080333
27.615	-76.86198651396822	-0.11118448906426609
27.63	-76.86199447830667	-0.11134553194213265
27.645	-76.86200253703149	-0.11150802999282802
27.66	-76.86201069034415	-0.11167142423667283
27.675	-76.86201893810409	-0.1118351486471979
27.69	-76.86202727983533	-0.11199863209038236
27.705	-76.86203571470884	-0.11216130029527531
27.72	-76.86204424154587	-0.1123225778494704
27.735	-76.86205285881708	-0.11248189021271221
27.75	-76.86206156464125	-0.11263866574184034
27.765	-76.8620703567908	-0.11279233772022945
27.78	-76.86207923270194	-0.11294234638483092
27.795	-76.8620881894775	-0.11308814094385056
27.81	-76.86209722390802	-0.11322918157818299
27.825	-76.86210633247632	-0.11336494141959808
27.84	-76.86211551138457	-0.11349490849883226
27.855	-76.86212475657102	-0.11361858765668129
27.87	-76.86213406373034	-0.11373550241129819
27.885	-76.8621434283422	-0.11384519677497226
27.9	-76.86215284569516	-0.11394723701373785
27.915	-76.86216231091849	-0.11404121334331005
27.93	-76.86217181900925	-0.11412674155492913
27.945	-76.86218136486048	-0.11420346456488678
27.96	-76.86219094330109	-0.11427105388167783
27.975	-76.86220054911965	-0.11432921098484919
27.99	-76.86221017709804	-0.11437766860993648
28.005	-76.86221982204458	-0.11441619193402561
28.02	-76.86222947882324	-0.11444457965678888
28.035	-76.8622391423813	-0.11446266497209834
28.05	-76.86224880778016	-0.11447031642567683
28.065	-76.86225847021868	-0.11446743865451542
28.08	-76.86226812505816	-0.11445397300421867
28.095	-76.86227776784573	-0.11442989802076761
28.11	-76.86228739433257	-0.11439522981363079
28.125	-76.86229700049289	-0.11435002228757038
28.14	-76.86230658253648	-0.11429436724094169
28.155	-76.8623161369254	-0.11422839432876847
28.17	-76.8623256603805	-0.11415227088934687
28.185	-76.8623351498931	-0.11406620163362644
28.2	-76.86234460273072	-0.11397042819716645
28.215	-76.86235401644018	-0.11386522855493295
28.23	-76.86236338885126	-0.11375091629978691
28.245	-76.8623727180782	-0.11362783978600871
28.26	-76.86238200251913	-0.11349638113974396
28.275	-76.86239124085478	-0.1133569551388153
28.29	-76.86240043204594	-0.11321000796483235
28.305	-76.86240957533205	-0.11305601583108565
28.32	-76.86241867022667	-0.11289548349020669
28.335	-76.86242771651014	-0.11272894262607497
28.35	-76.86243671423199	-0.1125569501349561
28.365	-76.86244566369712	-0.11238008630128814
28.38	-76.86245456546844	-0.11219895287403764
28.395	-76.86246342035903	-0.11201417104991943
28.41	-76.86247222942488	-0.11182637937021986
28.425	-76.8624809939624	-0.11163623153834355
28.44	-76.86248971550305	-0.1114443941655458
28.455	-76.86249839580685	-0.11125154445265792
28.47	-76.86250703685742	-0.11105836781591141
28.485	-76.86251564085963	-0.11086555546524611
28.5	-76.86252421023286	-0.11067380194371684
28.515	-76.8625327476057	-0.11048380263683225
28.53	-76.86254125581496	-0.11029625126084786
28.545	-76.86254973789725	-0.11011183733914007
28.56	-76.86255819708771	-0.10993124367595389
28.575	-76.86256663681618	-0.10975514383683713
28.59	-76.86257506070122	-0.10958419964513966
28.605	-76.86258347254774	-0.10941905870395227
28.62	-76.86259187634386	-0.1092603519528291
28.635	-76.86260027625404	-0.1091086912685494
28.65	-76.8626086766189	-0.10896466711909769
28.665	-76.86261708194878	-0.10882884627985985
28.68	-76.86262549691764	-0.10870176962088801
28.695	-76.86263392636185	-0.10858394997386135
28.71	-76.86264237527149	-0.10847587008711151
28.725	-76.8626508487862	-0.10837798067681162
28.74	-76.86265935218609	-0.10829069858211776
28.755	-76.86266789088668	-0.1082144050316959
28.77	-76.86267647042966	-0.10814944402869472
28.785	-76.86268509647049	-0.10809612086082605
28.8	-76.86269377477252	-0.10805470074178511
28.815	-76.86270251118849	-0.10802540758976684
28.83	-76.86271131165141	-0.10800842294839127
28.845	-76.86272018215985	-0.10800388505480918
28.86	-76.86272912875535	-0.10801188805926029
28.875	-76.86273815751018	-0.1080324813998233
28.89	-76.86274727450196	-0.10806566933551026
28.905	-76.86275648579343	-0.10811141064033801
28.92	-76.86276579741099	-0.1081696184603822
28.935	-76.86277521530842	-0.10824016033525911
28.95	-76.86278474535031	-0.10832285838490421
28.965	-76.86279439327583	-0.10841748966187244
28.98	-76.86280416466316	-0.10852378666883099
28.995	-76.86281406490225	-0.10864143804031975
29.01	-76.86282409915474	-0.10877008938723226
29.025	-76.86283427232014	-0.10890934430192153
29.04	-76.86284458899193	-0.1090587655212368
29.055	-76.86285505342336	-0.10921787624426471
29.07	-76.86286566948198	-0.10938616160095344
29.085	-76.86287644061584	-0.1095630702673185
29.1	-76.86288736980734	-0.10974801622235988
29.115	-76.86289845953566	-0.10994038064135672
29.13	-76.86290971173631	-0.11013951391970897
29.145	-76.86292112776601	-0.11034473782105106
29.16	-76.86293270836342	-0.11055534774289308
29.175	-76.86294445362188	-0.11077061509267502
29.19	-76.86295636295297	-0.11098978976666123
29.205	-76.86296843506646	-0.11121210272380908
29.22	-76.86298066794464	-0.11143676864630367
29.235	-76.86299305882748	-0.11166298867819549
29.25	-76.86300560420193	-0.11188995323321707
29.265	-76.86301829979104	-0.11211684486257589
29.28	-76.86303114056237	-0.1123428411732807
29.295	-76.86304412072984	-0.11256711778723699
29.31	-76.86305723376917	-0.11278885133118353
29.325	-76.86307047243969	-0.11300722244727861
29.34	-76.86308382881475	-0.11322141881396947
29.355	-76.86309729431582	-0.1134306381665727
29.37	-76.86311085975724	-0.11363409130686822
29.385	-76.86312451539786	-0.11383100509083002
29.4	-76.86313825099766	-0.11402062538351437
29.415	-76.86315205588534	-0.11420221997004068
29.43	-76.86316591902714	-0.11437508141149538
29.445	-76.8631798291056	-0.11453852983458812
29.46	-76.86319377459687	-0.11469191564384534
29.475	-76.86320774385828	-0.11483462214519057
29.49	-76.86322172521444	-0.11496606806982512
29.505	-76.86323570704431	-0.11508570998741423
29.52	-76.8632496778708	-0.11519304459783483
29.535	-76.86326362644431	-0.11528761089090286
29.55	-76.86327754182777	-0.11536899216386844
29.565	-76.86329141347501	-0.11543681788680266
29.58	-76.86330523130174	-0.11549076540648537
29.595	-76.86331898575206	-0.11553056147990327
29.61	-76.86333266785844	-0.11555598362912939
29.625	-76.86334626928954	-0.11556686130997348
29.64	-76.86335978238702	-0.11556307688762504
29.655	-76.86337320020266	-0.11554456641331584
29.67	-76.863386516517	-0.11551132019691712
29.685	-76.86339972585279	-0.11546338317136094
29.7	-76.8634128234766	-0.11540085504574922
29.715	-76.86342580540095	-0.11532389024507779
29.73	-76.86343866837045	-0.11523269763548451
29.745	-76.86345140984524	-0.11512754003505278
29.76	-76.8634640279835	-0.1150087335112133
29.775	-76.86347652160852	-0.11487664646680171
29.79	-76.86348889018974	-0.1147316985178943
29.805	-76.86350113380182	-0.1145743591674206
29.82	-76.8635132531013	-0.11440514627957779
29.835	-76.86352524928304	-0.1142246243608447
29.85	-76.8635371240539	-0.11403340265430617
29.865	-76.86354887959799	-0.11383213305469701
29.88	-76.8635605185407	-0.11362150785231157
29.895	-76.86357204391744	-0.11340225731457965
29.91	-76.86358345914982	-0.11317514711469076
29.925	-76.86359476801067	-0.11294097561718255
29.94	-76.86360597459766	-0.11270057103091638
29.955	-76.86361708331215	-0.1124547884402689
29.97	-76.86362809883552	-0.11220450672578325
29.985	-76.86363902610724	-0.11195062538580869
30	-76.86364987030686	-0.11169406127100986
