L= 50  beta= 0.5  t_max= 5.0  steps= 1000  D= 200  prec= 1.0e-20  delta= 10.0
# t 	 E 	 mag 	 corr 	 err
3.14	-265.0297712178446	-0.46327411960025094	-10351766346459388e-26	564797345264075e-24
3.145	-265.0313660021303	-0.46334460994153226	-10038628973543616e-26	5907192753040414e-25
3.15	-265.0326019922828	-0.463428113395822	-9533054159430737e-26	621748211259392e-24
3.155	-265.03341921869867	-0.46352144675171375	-885604634482268e-25	6576258463630486e-25
3.16	-265.0337779901581	-0.46362088500638393	-8035298161170923e-26	6977695689095008e-25
3.165	-265.0336608212234	-0.4637223108714872	-7104023417423424e-26	7414579539088808e-25
3.17	-265.0330732841836	-0.4638213887934904	-6099598350523052e-26	7880146286455525e-25
3.175	-265.03204374405703	-0.4639137559220685	-5062061115297718e-26	8369424958671487e-25
3.18	-265.030621989338	-0.46399522130294424	-4032520379347795e-26	8879803890721365e-25
3.185	-265.02887682449	-0.46406196382904674	-30515268261738716e-27	9410761084455509e-25
3.19	-265.02689274069326	-0.46411071921048747	-21574657962041842e-27	9962893755259581e-25
3.195	-265.0247658258829	-0.4641389464477156	-13850334117329573e-27	10536540813794456e-25
3.2	-265.02259911204936	-0.46414496501728064	-7638600165106966e-27	11130400298431548e-25
3.205	-265.0204975851145	-0.4641280551813721	-3173416248769746e-27	11740576817473923e-25
3.21	-265.0185630989793	-0.46408851546014074	-6173139958737019e-28	12360415297132024e-25
3.215	-265.0168894401553	-0.46402767328581185	-5529532623200843e-29	12981257243060627e-25
3.22	-265.0155577820685	-0.46394784709372144	-1491933146000797e-27	13593911832762232e-25
3.225	-265.0146327492861	-0.4638522604872211	-4851724872204861e-27	14190280918513437e-25
3.23	-265.0141592825415	-0.4637449115197849	-9982606271242927e-27	14764427605142046e-25
3.235	-265.01416045653934	-0.46363040244304965	-16662422302158363e-27	15312626626199674e-25
3.24	-265.0146363565293	-0.4635137373528254	-2460806740816915e-26	1583256073080213e-24
3.245	-265.01556406822573	-0.46340009691296	-33486940717132475e-27	16322511524734206e-25
3.25	-265.016898781985	-0.463294600653679	-4293030905972115e-26	1678167100225642e-24
3.255	-265.0185759578933	-0.4632020681492902	-5254813036814308e-26	17212249408945326e-25
3.26	-265.0205144472219	-0.4631267906316317	-619448478384411e-25	176229468218902e-23
3.265	-265.0226204192377	-0.46307232426707634	-707355976848868e-25	18032139789578347e-25
3.27	-265.02479190337505	-0.4630413154254813	-7856217082588213e-26	18468619049127298e-25
3.275	-265.0269237268618	-0.4630353668368453	-8510796040519545e-26	18968435581924267e-25
3.28	-265.0289126086793	-0.4630549516323254	-9011107691776683e-26	19568152995438058e-25
3.285	-265.0306621632206	-0.4630993799924218	-9337488226768262e-26	202966299521591e-23
3.29	-265.0320875711806	-0.46316682058756065	-947753960658127e-25	2116831651799217e-24
3.295	-265.03311969137246	-0.46325437632291416	-9426531096099527e-26	2218047977023833e-24
3.3	-265.0337084142443	-0.4633582112242952	-9187463352407822e-26	23315156567931592e-25
3.305	-265.0338250943644	-0.4634737227612057	-8770817343124187e-26	2454485168398824e-24
3.31	-265.03346394389143	-0.4635957516278909	-8194021497416514e-26	25839868869606715e-25
3.315	-265.0326423192445	-0.463718819109898	-7480674410115171e-26	27175026769415122e-25
3.32	-265.0313998867772	-0.4638373807512396	-665956088284406e-25	28534196521913807e-25
3.325	-265.0297967075829	-0.4639460841798959	-5763498731501379e-26	2991209637277502e-24
3.33	-265.0279103338481	-0.46404001869296213	-48280538161540186e-27	31313578685650204e-25
3.335	-265.0258320572229	-0.46411494456301794	-389016198161724e-25	32751032159926063e-25
3.34	-265.02366249060765	-0.4641674909870731	-2986699797595621e-26	3424061344162731e-24
3.345	-265.02150669724733	-0.4641953131128431	-2153051037258712e-26	3579802115957098e-24
3.35	-265.01946910294646	-0.46419720056753544	-14217211839213457e-27	3743450510008723e-24
3.355	-265.01764843774293	-0.4641731322822799	-8210555341999456e-27	3915371416458437e-24
3.36	-265.01613295213633	-0.4641242750315806	-3741156782254167e-27	40949778221030766e-25
3.365	-265.01499613961556	-0.46405292585859137	-9776353723042212e-28	428067110117673e-23
3.37	-265.01429317279735	-0.46396240129536737	-19923718390903542e-30	4469890660258777e-24
3.375	-265.0140582260343	-0.4638568788746523	-8953182462389096e-28	4659233113925117e-24
3.38	-265.01430281441776	-0.4637411987360317	-3557409623615136e-27	4844616088564601e-24
3.385	-265.01501522983347	-0.46362063503975415	-7887910126825765e-27	5021516968293387e-24
3.39	-265.01616110183295	-0.4635006483221792	-13701292218163485e-27	5185390083157242e-24
3.395	-265.0176850563253	-0.46338663078757225	-20752077003257957e-27	5332392836960634e-24
3.4	-265.019513392156	-0.46328365679353406	-28744560396445393e-27	5460457528796502e-24
3.405	-265.0215576461313	-0.46319625044070784	-3734472045405675e-26	5570521343458982e-24
3.41	-265.0237188740326	-0.4631281812448416	-46193979341998936e-27	5667480612180436e-24
3.415	-265.0258924403912	-0.46308229740149665	-54924369014212997e-27	5760345819588606e-24
3.42	-265.02797308509656	-0.4630604042295163	-6317446807481984e-26	5861256778173267e-24
3.425	-265.02986002145286	-0.46306319309978194	-7060527444344062e-26	59834266727397195e-25
3.43	-265.03146181872137	-0.46309022363872654	-7691502635644956e-26	6138534058573803e-24
3.435	-265.03270083268376	-0.46313995937102304	-8185196999166364e-26	63343570329891865e-25
3.44	-265.03351696953337	-0.46320985436511214	-8522425328368879e-26	6573403988028104e-24
3.445	-265.03387060063693	-0.463296485999782	-869064808796908e-25	6852947284886235e-24
3.45	-265.0337444869037	-0.4633957268004915	-8684288747869066e-26	7166371917836185e-24
3.455	-265.03314461927516	-0.46350294650511903	-8504743923782457e-26	7505340935869143e-24
3.46	-265.0320999343538	-0.46361323419523615	-8160136183627732e-26	7862108379902148e-24
3.465	-265.03066091862667	-0.46372162952980234	-7664860211930844e-26	823138494171222e-23
3.47	-265.0288971686293	-0.46382335187505996	-7038960643157783e-26	861138355400605e-23
3.475	-265.0268940249239	-0.46391401643979524	-6307362595227242e-26	900392783644108e-23
3.48	-265.0247484426107	-0.46398982737333777	-54989622926268756e-27	9413718997307508e-24
3.485	-265.02256429837865	-0.4640477391124421	-464558115586935e-25	9846995230889188e-24
3.49	-265.020447361068	-0.4640855789946785	-3780794007939256e-26	10309881974218377e-24
3.495	-265.0185001694621	-0.4641021261970767	-2938657635789913e-26	10806735251168893e-24
3.5	-265.016817065266	-0.464097144297439	-21523837031777215e-27	11338739799297288e-24
3.505	-265.0154796219905	-0.46407136707695773	-14530134539014536e-27	11902953280578253e-24
3.51	-265.01455269123744	-0.4640264394657485	-8681568408695379e-27	1249190040226822e-23
3.515	-265.01408125797866	-0.4639648176640413	-42085562928878634e-28	13093730342266196e-24
3.52	-265.01408825750013	-0.46388963434721886	-12862154079658906e-28	13692879835745037e-24
3.525	-265.01457345979213	-0.4638045363928596	-26900853145897567e-30	14271166066925886e-24
3.53	-265.0155134758693	-0.4637135036862553	-475205371348832e-27	14809294806798548e-24
3.535	-265.0168628858748	-0.46362065821963283	-2605633099111491e-27	152888854680532e-22
3.54	-265.0185564346995	-0.46353007288103626	-6323081949233906e-27	15695171300153686e-24
3.545	-265.0205121889117	-0.4634455890348562	-11466211363780628e-27	16020359220730353e-24
3.55	-265.02263550233437	-0.46337065125778687	-1781372954607206e-26	16267145464585868e-24
3.555	-265.0248235981892	-0.4633081664620378	-2509357288806512e-26	16451252803014644e-24
3.56	-265.02697054587384	-0.4632603931835181	-32994809855309236e-27	1660152837376286e-23
3.565	-265.0289723911965	-0.4632288651209491	-4118183706808539e-26	16756576932528174e-24
3.57	-265.030732191476	-0.4632143511779978	-4931007451313493e-26	16958159146373047e-24
3.575	-265.03216471163086	-0.46321685238390065	-5704203075526854e-26	1724309950094353e-23
3.58	-265.0332005537317	-0.46323563424645464	-6406245987750865e-26	17636328184650266e-24
3.585	-265.03378952012713	-0.46326929141754236	-7009147378308165e-26	18147334892895497e-24
3.59	-265.03390304727316	-0.46331584010548177	-7489487934796019e-26	18770922465274313e-24
3.595	-265.03353559228435	-0.46337283251694583	-7829153101593843e-26	19491528620597534e-24
3.6	-265.03270490497925	-0.4634374868020907	-8015793793037949e-26	2028935352162653e-23
3.605	-265.03145117197994	-0.46350682553706807	-8043060794633256e-26	21146381511984385e-24
3.61	-265.02983507406736	-0.46357781571586676	-7910662017526415e-26	2205086757758244e-23
3.615	-265.0279348506592	-0.4636475035242799	-7624275520414467e-26	22999548823132883e-24
3.62	-265.0258425133022	-0.46371313779993184	-719532809076205e-25	23997457045935133e-24
3.625	-265.023659391461	-0.46377227699474205	-664062889246668e-25	2505566232179748e-23
3.63	-265.0214912262415	-0.4638228755868985	-598183698157874e-25	26187573579616386e-24
3.635	-265.0194430495659	-0.4638633471667237	-5244743433937419e-26	27404576661041625e-24
3.64	-265.0176140969549	-0.46389260276867694	-4458362533415036e-26	28711815074806337e-24
3.645	-265.01609300020766	-0.46391006436188387	-36538473519360606e-27	301048271113701e-22
3.65	-265.0149534930973	-0.46391565467298496	-28632664778741997e-27	3156756194033581e-23
3.655	-265.0142508380749	-0.46390976563053965	-21182948205338967e-27	33072030527299705e-24
3.66	-265.0140191472256	-0.46389320863804895	-144887985665156e-25	345795571282875e-22
3.665	-265.01426972746356	-0.46386715056245287	-8819465963518875e-27	3604339243870286e-23
3.67	-265.01499053025543	-0.4638330397426451	-4402030175145854e-27	3741246936524028e-23
3.675	-265.016146732781	-0.46379252647154834	-14110539012682237e-28	3863635591646214e-23
3.68	-265.0176824225913	-0.46374738229360735	39592653679294405e-30	3967171868611856e-23
3.685	-265.0195233044425	-0.4636994221115136	-978064890839649e-28	40490333096370516e-24
3.69	-265.0215802982776	-0.4636504325473436	-1802537805122975e-27	41087589623614496e-24
3.695	-265.02375385411113	-0.46360210930160345	-498668581730951e-26	41489112345656065e-24
3.7	-265.02593877460436	-0.4635560054520046	-9499906999222768e-27	4175267785761173e-23
3.705	-265.0280293113947	-0.4635134917896194	-15137439066050618e-27	4196362565809777e-23
3.71	-265.02992428787906	-0.4634757294599189	-21650694636448287e-27	42223691129951284e-24
3.715	-265.0315320000984	-0.46344365441299035	-28759554503087016e-27	4263482690329356e-23
3.72	-265.03277465819406	-0.4634179725154911	-36165388856078416e-27	4328109681144973e-23
3.725	-265.0335921534732	-0.4633991636727888	-4356389911961909e-26	44213121305335356e-24
3.73	-265.03394496898187	-0.46338749297655135	-5065707599305617e-26	4543986076354382e-23
3.735	-265.0338160930047	-0.46338302674175946	-5716386634777203e-26	4693072308839119e-23
3.74	-265.03321184308595	-0.46338565132557197	-6282944897947947e-26	4862749463825966e-23
3.745	-265.03216156078133	-0.4633950928144002	-6743324418284272e-26	5046221104160907e-23
3.75	-265.030716191819	-0.46341093599903926	-7079586382645592e-26	5237548697824092e-23
3.755	-265.02894582010197	-0.4634326414962576	-7278513676898027e-26	54330415566088875e-24
3.76	-265.02693627477197	-0.4634595603781507	-7332115769368281e-26	563191588854396e-22
3.765	-265.0247849743448	-0.4634909461923951	-723800827163657e-25	5836169090262232e-23
3.77	-265.02259620904977	-0.46352596475319485	-6999622670545554e-26	6049807106401717e-23
3.775	-265.0204760898181	-0.46356370251195994	-662619814552956e-25	6277681302708829e-23
3.78	-265.0185274085488	-0.4636031746423302	-6132519302544284e-26	6524231035269994e-23
3.785	-265.0168446586697	-0.4636433341687536	-5538386793259619e-26	6792394295955173e-23
3.79	-265.0155094573272	-0.46368308351362914	-48678339615825895e-27	708285820339997e-22
3.795	-265.0145865909724	-0.46372128972873583	-41481244715304095e-27	7393703725989803e-23
3.8	-265.0141208761401	-0.46375680441898437	-3408580261681159e-26	7720392516832072e-23
3.805	-265.0141349875191	-0.4637884889765546	-2679297616724215e-26	8055982945721215e-23
3.81	-265.01462835870814	-0.4638152452504103	-19898148772860677e-27	8391469472650279e-23
3.815	-265.01557720906965	-0.46383605121554256	-13677999758027775e-27	8716215119741989e-23
3.82	-265.0169356955868	-0.4638500006209667	-8378282201004399e-27	9018562530963696e-23
3.825	-265.0186381342112	-0.46385634503124495	-4203173865247025e-27	9286804154839554e-23
3.83	-265.020602183298	-0.4638545361786327	-13067610490840956e-28	9510682621111458e-23
3.835	-265.022732835085	-0.4638442661549357	21295962274208856e-29	9683407735775045e-23
3.84	-265.0249270216332	-0.46382550272984263	31736818458511403e-29	9803826878089198e-23
3.845	-265.02707861152214	-0.4637985170144484	-9722373334341397e-28	9878020937474672e-23
3.85	-265.02908355442975	-0.46376390081241353	-3576768257771109e-27	9919475827720427e-23
3.855	-265.03084492340565	-0.46372257132155414	-7363973040474072e-27	9947304698804073e-23
3.86	-265.03227760993286	-0.46367576135848454	-12155290574774845e-27	9982726388582597e-23
3.865	-265.0333124442534	-0.4636249939566131	-17734527546708934e-27	10044803098590768e-23
3.87	-265.03389954191357	-0.46357204099976035	-23857840984059347e-27	10146852986578722e-23
3.875	-265.03401071542964	-0.4635188664554707	-3026443593885149e-26	10294722637820098e-23
3.88	-265.03364083526765	-0.4634675557114589	-36687386071983876e-27	10487353930696322e-23
3.885	-265.0328080751104	-0.463420233439412	-4286405886732308e-26	10719222410804021e-23
3.89	-265.0315530297526	-0.4633789732537846	-48545766933455306e-27	10983664996405439e-23
3.895	-265.0299367483583	-0.46334570314507745	-5350643597346746e-26	11276013420197177e-23
3.9	-265.02803777781196	-0.46332211119537203	-57550221794736065e-27	11595713788743522e-23
3.905	-265.0259483589905	-0.46330955638867316	-6051807519372955e-26	119470429902844e-21
3.91	-265.02376995966574	-0.46330898937792986	-6229323267175674e-26	12338450575362008e-23
3.915	-265.0216083601524	-0.4633208878494223	-628055296992749e-25	12780849474382796e-23
3.92	-265.0195685295663	-0.4633452106317469	-6203434152372052e-26	13285312558916457e-23
3.925	-265.01774954086034	-0.46338137394627155	-6000990440315039e-26	13860626292893562e-23
3.93	-265.0162397709801	-0.463428252219166	-5681278513291206e-26	14511062272726528e-23
3.935	-265.0151126187832	-0.46348420471713725	-525713411718287e-25	15234611351402509e-23
3.94	-265.0144229481833	-0.4635471279862703	-4745711446820656e-26	16021827839965022e-23
3.945	-265.01420442905305	-0.4636145327331934	-416781988334374e-25	16855374916732684e-23
3.95	-265.01446790483527	-0.46368364246068305	-354707103391511e-25	17710345420180586e-23
3.955	-265.01520086633934	-0.4637515099306977	-29088597543967236e-27	1855543635821293e-22
3.96	-265.01636805760097	-0.46381514644637634	-22792181085398028e-27	19355056375508724e-23
3.965	-265.0179131850399	-0.4638716580862726	-1683600795517607e-26	20072417293383967e-23
3.97	-265.01976164769167	-0.4639183824422546	-1145679511454979e-26	20673568492602933e-23
3.975	-265.0218241565973	-0.46395301914775183	-6862338452078257e-27	21132127862408553e-23
3.98	-265.02400106794954	-0.46397374755940934	-32222081522841526e-28	21434117500922504e-23
3.985	-265.02618721928786	-0.46397932537907355	-6608350261762186e-28	21581895353924772e-23
3.99	-265.02827703305564	-0.4639691627626353	7467132135352951e-28	21595902088869604e-23
3.995	-265.0301696383363	-0.46394336752714693	9762523254239886e-28	2151310774680538e-22
4	-265.03177376085466	-0.4639027583911505	5347704287043223e-29	21381808945252946e-23
4.005	-265.0330121432171	-0.4638488447026574	-1949287472658151e-27	21253633505104249e-23
4.01	-265.0338252813649	-0.4637837727498685	-4918227668890083e-27	21174761897290833e-23
4.015	-265.0341742975062	-0.4637102404275454	-870464620851904e-26	21178885199004234e-23
4.02	-265.0340428125901	-0.4636313836593896	-13132520089888549e-27	2128395106067889e-22
4.025	-265.0334377299496	-0.46355063946659336	-18006477327618174e-27	2149344876985416e-22
4.03	-265.03238889395504	-0.4634715918447002	-2311971837831109e-26	21801426688782078e-23
4.035	-265.0309476410338	-0.4633978075949735	-28261546608955706e-27	22199300063332296e-23
4.04	-265.02918431302055	-0.46333266989696154	-33224345399852746e-27	2268219989374651e-22
4.045	-265.0271848522534	-0.463279217667061	-3781000228239155e-26	2325309443519272e-22
4.05	-265.0250466421309	-0.4632399986043346	-4183589532451775e-26	2392382363596956e-22
4.055	-265.02287379331136	-0.46321694327961005	-45140593956113085e-27	24713109970132976e-23
4.06	-265.02077210304174	-0.4632112666993595	-4758936942735403e-26	2564227830171104e-22
4.065	-265.01884393130825	-0.4632234025132445	-4907947074635649e-26	26729753746693536e-23
4.07	-265.01718324182576	-0.46325297349359507	-4954494410685554e-26	27985460666400203e-23
4.075	-265.01587104825865	-0.4632988001723255	-48960616289342374e-27	29406116625593934e-23
4.08	-265.01497148655517	-0.4633589476621355	-4734477012982305e-26	30972192126044736e-23
4.085	-265.01452870415767	-0.4634308088086492	-4476002698743141e-26	32647044353322635e-23
4.09	-265.01456471734116	-0.4635112200135167	-4131200965799118e-26	34378444998451176e-23
4.095	-265.0150783411851	-0.46359660442861805	-37145485134649475e-27	36102398501036825e-23
4.1	-265.0160452448175	-0.4636831358325244	-32437893652130666e-27	37748794849459746e-23
4.105	-265.0174191300189	-0.4637669154346209	-27390474014178442e-27	39248132079476795e-23
4.11	-265.0191339769061	-0.4638441531661862	-22217572206538646e-27	4053841305970205e-22
4.115	-265.0211072484236	-0.46391134474763174	-17135078823578022e-27	41571466231713843e-23
4.12	-265.0232438985803	-0.46396543598340934	-12349140013462348e-27	42318269179631635e-23
4.125	-265.0254409897914	-0.4640039663239916	-8046213465691336e-27	4277306738193551e-22
4.13	-265.0275926943096	-0.46402518471962095	-4385196306662284e-27	42955907458898565e-23
4.135	-265.029595435226	-0.46402813212473515	-14918731322015135e-28	42912731792287304e-23
4.14	-265.03135291511865	-0.46401268662931383	5444780175445949e-28	42711908333846434e-23
4.145	-265.0327807859859	-0.4639795690138313	1672680050765498e-27	4243654247582539e-22
4.15	-265.0338107325075	-0.46393030845734645	18797817607281675e-28	42173242290953075e-23
4.155	-265.0343937709114	-0.46386717007614037	11899004905056412e-28	4199965369221045e-22
4.16	-265.0345026057885	-0.4637930478343645	-3381500087007498e-28	41974140365758956e-23
4.165	-265.0341329342915	-0.463711328052808	-2614396583527991e-27	4213071836608745e-22
4.17	-265.03330363861784	-0.4636257301620973	-552228091166184e-26	4248070051496282e-22
4.175	-265.03205586058687	-0.46354013243058334	-8924030942060878e-27	43020166679044335e-23
4.18	-265.03045100473764	-0.4634583910932412	-12666507286841529e-27	43740425374194444e-23
4.185	-265.02856776626976	-0.4633841615828904	-16587188690021514e-27	4463787568041908e-22
4.19	-265.02649832608097	-0.4633207304095259	-20520021081105288e-27	4572025341723392e-22
4.195	-265.0243438946959	-0.4632708656572154	-24300967622631363e-27	4700769074846645e-22
4.2	-265.0222098185303	-0.46323669310345233	-27773223646342575e-27	485286581235259e-21
4.205	-265.0202004836385	-0.4632196036630851	-3079215660889528e-26	5031216291790582e-22
4.21	-265.0184142627006	-0.46322019628624617	-3323006422762522e-26	5237830755948965e-22
4.215	-265.016938749686	-0.46323825867772195	-3498080454252953e-26	5472945111470293e-22
4.22	-265.01584651324504	-0.46327278634403946	-35964255257213736e-27	573438813154541e-21
4.225	-265.01519157529503	-0.4633220386087825	-36130434859631006e-27	6017323800400825e-22
4.23	-265.01500678631885	-0.4633836284593823	-35462991540643504e-27	6314409542140342e-22
4.235	-265.0153022255971	-0.4634546414881132	-33981657953703667e-27	6616328098912938e-22
4.24	-265.01606470511194	-0.463531777844492	-31743200934453276e-27	6912585527625515e-22
4.245	-265.017258402372	-0.463611510089151	-28840397222878915e-27	7192434734983005e-22
4.25	-265.0188265928765	-0.4636902491782969	-25398680715838074e-27	7445790764984641e-22
4.255	-265.0206943996544	-0.4637645105402436	-21570361454131796e-27	7664047579298016e-22
4.26	-265.02277242775915	-0.4638310723382113	-1752668530135748e-26	784076971567159e-21
4.265	-265.02496110824245	-0.4638871185336083	-1344838376535962e-26	7972284668848971e-22
4.27	-265.02715554059694	-0.46393036023750767	-9515610060333829e-27	8058203939201884e-22
4.275	-265.02925059698816	-0.4639591300149719	-58981693834257434e-28	8101829242014672e-22
4.28	-265.0311460372465	-0.4639724452224756	-27467521608777666e-28	8110281918739401e-22
4.285	-265.03275138202775	-0.4639700380384969	-18560971526552272e-29	8094114694573639e-22
4.29	-265.0339903033116	-0.46395235150981873	16930725426592996e-28	8066227164820251e-22
4.295	-265.0348043167511	-0.46392050259857	28328948370470572e-28	804014229396635e-21
4.3	-265.0351555973397	-0.4638762147933144	3214828944718598e-27	8028018987936392e-22
4.305	-265.03502878593156	-0.46382172426340235	28564948595e-22	8038994496837294e-22
4.31	-265.03443170552964	-0.46375966471883473	18091506368016132e-28	8078415483780336e-22
4.315	-265.0333949595296	-0.46369293703168535	1527305503076596e-28	8148211786329914e-22
4.32	-265.0319704364391	-0.4636245702410582	-2010423164552864e-27	8248233446059991e-22
4.325	-265.0302287954275	-0.46355758078311826	-4562310780174173e-27	8378019582538383e-22
4.33	-265.0282560531783	-0.4634948366615119	-7375706385658636e-27	85383493420916e-20
4.335	-265.02614943367894	-0.46343893281955484	-10319678811579548e-27	8732060533314938e-22
4.34	-265.024012677525	-0.46339208322788716	-13263928565979856e-27	8963914597223251e-22
4.345	-265.02195103379637	-0.46335603420580046	-16081992268179778e-27	9239599541865774e-22
4.35	-265.02006617415316	-0.463332002309209	-18653621030742314e-27	956418893185074e-21
4.355	-265.0184512738085	-0.4633206388084125	-20866788980725072e-27	9940471706659629e-22
4.36	-265.01718649730276	-0.4633220214156403	-2261983251808973e-26	1036754524285481e-21
4.365	-265.0163351081718	-0.46333567257617375	-2382417115811992e-26	10839960528287809e-22
4.37	-265.01594039221277	-0.46336060237711646	-24407919695239938e-27	1134756609719664e-21
4.375	-265.0160235450385	-0.46339537301496747	-24320462595219977e-27	11876052843867995e-22
4.38	-265.01658262829307	-0.46343818084921623	-2353772968275841e-26	12408081938450767e-22
4.385	-265.01759264738104	-0.46348695139304885	-22067529910187725e-27	12924799485977255e-22
4.39	-265.019006749442	-0.463539442179092	-1995396136686335e-26	134075111180248e-20
4.395	-265.0207584860109	-0.46359334829784116	-17279748093756567e-27	13839306505240786e-22
4.4	-265.02276503297236	-0.4636464055341598	-1416546586922074e-26	14206480731734868e-22
4.405	-265.0249312134532	-0.4636964864041447	-10765032073163423e-27	14499679670974901e-22
4.41	-265.02715412905854	-0.4637416849884882	-7257448529318804e-27	14714766147583788e-22
4.415	-265.0293281735501	-0.4637803872279874	-3835411090175009e-27	14853415679031702e-22
4.42	-265.03135018212396	-0.46381132424229193	-6918562833179131e-28	1492337516117552e-21
4.425	-265.03312446066184	-0.4638336072016894	19942655832784474e-28	14938189804297896e-22
4.43	-265.03456744395794	-0.46384674327010933	4071660176403047e-27	14916137263603162e-22
4.435	-265.03561175088134	-0.4638506330948944	5428501117548992e-27	14878232831262647e-22
4.44	-265.03620943694307	-0.4638455511975717	6001142633809299e-27	14845512075713058e-22
4.445	-265.03633428858745	-0.46383211137724795	5778643405514936e-27	14836210316524674e-22
4.45	-265.03598305494626	-0.46381121983802553	48023683544526245e-28	1486368711891362e-21
4.455	-265.035175567211	-0.46378401916626255	3160547906248588e-27	1493579925444202e-21
4.46	-265.0339537495586	-0.4637518264982886	9784667532951545e-28	15055928512778313e-22
4.465	-265.0323795760885	-0.4637160692340889	-15942691834442504e-28	15225250845431389e-22
4.47	-265.03053207450216	-0.4636782214819193	-4397412762247125e-27	15445382801681036e-22
4.475	-265.0285035188226	-0.46363974408824954	-7272625152681275e-27	15720443493342362e-22
4.48	-265.0263949894983	-0.4636020306493585	-10073179505953964e-27	16057822390391441e-22
4.485	-265.02431150893324	-0.46356636135282997	-12669828851366088e-27	16467399396233874e-22
4.49	-265.0223569816027	-0.4635338658969824	-14952741312495468e-27	16959437996772281e-22
4.495	-265.0206291793618	-0.463505496123896	-16830249449892116e-27	1754172210421046e-21
4.5	-265.0192150124194	-0.46348200841372256	-1822578017744712e-26	18216664143052808e-22
4.505	-265.01818631480376	-0.4634639553593407	-19074624064848532e-27	18979073996118258e-22
4.51	-265.01759634978674	-0.46345168579896223	-1932213466742151e-26	19815088776235076e-22
4.515	-265.0174772070475	-0.4634453519518039	-18924543129291855e-27	20702489388937624e-22
4.52	-265.0178382209486	-0.4634449221912406	-17852901119369015e-27	21612344292667616e-22
4.525	-265.0186654902943	-0.46345019790458314	-16099842364447158e-27	22511684574666258e-22
4.53	-265.0199225266973	-0.463460832923559	-1368803829003259e-26	23366764024742078e-22
4.535	-265.0215520039169	-0.4634763541513811	-10678595888896208e-27	24146404043442822e-22
4.54	-265.0234785267208	-0.46349618224018413	-71773640457893315e-28	248249601588685e-20
4.545	-265.0256122875528	-0.4635196514611527	-3337260002669314e-27	25384562544510203e-22
4.55	-265.02785343490973	-0.4635460282299499	6447320662335958e-28	25816456107989923e-22
4.555	-265.03009694102417	-0.46357452807291677	4536442138664566e-27	2612145028467179e-21
4.56	-265.03223772967743	-0.46360433111589205	8084959152071804e-27	26309609243120537e-22
4.565	-265.03417580973075	-0.46363459642320637	11035532594055539e-27	2639930438038145e-21
4.57	-265.03582115727875	-0.4636644756894285	13153178442542715e-27	264156298047035e-20
4.575	-265.03709810088407	-0.46369312687962133	14244751762109668e-27	2638808129054404e-21
4.58	-265.0379489901744	-0.46371972842046705	14178948652629756e-27	2634749250947922e-21
4.585	-265.0383369676168	-0.4637434944676595	12901658205501074e-27	26322562337926985e-22
4.59	-265.03824771316556	-0.4637636916202759	1044439483517385e-26	2633672809629316e-21
4.595	-265.03769008730376	-0.4637796572304416	6924257880298066e-27	2640633782028643e-21
4.6	-265.0366956546718	-0.46379081918025294	2534953148601701e-27	26540827654476423e-22
4.605	-265.0353171238029	-0.46379671668761085	-2470273369357862e-27	2674495598262131e-21
4.61	-265.03362578637746	-0.4637970213852032	-7801630548540476e-27	2702237218284402e-21
4.615	-265.03170808112475	-0.4637915576236461	-13158524457486246e-27	27379263129760037e-22
4.62	-265.0296614436662	-0.46378032071297637	-18254386130353073e-27	2782674998592944e-21
4.625	-265.02758963388004	-0.46376349166337727	-22837139745363094e-27	283811024997917e-20
4.63	-265.02559775657926	-0.46374144693772695	-26702777535887893e-27	29061519143543343e-22
4.635	-265.02378720750124	-0.46371476179619664	-29700939639223914e-27	29885942427244933e-22
4.64	-265.0222507833432	-0.4636842060005567	-3173303961395682e-26	30865926314783723e-22
4.645	-265.021068190208	-0.46365073094731435	-3274495693016184e-26	3200182005039495e-21
4.65	-265.0203021688636	-0.4636154477017814	-32717291426640125e-27	3327945017696496e-21
4.655	-265.01999542776923	-0.46357959588893316	-3165641212241616e-26	34669124136685824e-22
4.66	-265.0201685372917	-0.46354450393546504	-29588984129209023e-27	3612725696978207e-21
4.665	-265.02081889269357	-0.463511541718644	-26561475039238083e-27	3760037409958624e-21
4.67	-265.02192080177963	-0.4634820672264812	-22644644546762893e-27	390307916653435e-20
4.675	-265.0234266982333	-0.4634573693338345	-17941599708082492e-27	4036300179926776e-21
4.68	-265.0252694262113	-0.46343860921408775	-12596995904545096e-27	4154972118405115e-21
4.685	-265.0273654887793	-0.46342676320419496	-68045677736475786e-28	4255668434623942e-21
4.69	-265.02961910452404	-0.46342257009461607	-8103811101428356e-28	4336554496059843e-21
4.695	-265.0319268756898	-0.4634264858065157	5090144442635856e-27	4397463916979905e-21
4.7	-265.0341828392132	-0.4634386482365894	10562476690053759e-27	4439778188139204e-21
4.705	-265.0362836507235	-0.4634588546960754	15250490280993513e-27	4466158682818809e-21
4.71	-265.03813364221827	-0.4634865538567128	18800237882303906e-27	4480190578779228e-21
4.715	-265.0396494981202	-0.46352085346567695	20887958400129556e-27	4485985659929452e-21
4.72	-265.0407643128202	-0.4635605443372314	2124948713741673e-26	44877702376728025e-22
4.725	-265.04143082590514	-0.4636041403126525	19707738673735186e-27	44894788148672884e-22
4.73	-265.0416236773675	-0.4636499330465483	161948907793509e-25	449439502511288e-20
