L= 50  beta= 0.0  t_max= 5.0  steps= 1000  D= 200  prec= 1.0e-20  delta= 0.1
# t 	 E 	 mag 	 corr 	 err 	 entropy
1.16	-66.6294642184286	-0.7058853984093937	-0.1549612966757396	10283817956725467e-35	0.4999500167694133
1.165	-66.62946925570134	-0.7060813226645445	-0.15476406313920058	10801796420277954e-35	0.49990458681390115
1.17	-66.629474136786	-0.7062710139434587	-0.15456704826163625	11352880635113636e-35	0.49986251399870163
1.175	-66.62947885853724	-0.706454640347359	-0.15437024388117584	11936531873289182e-35	0.4998237162653194
1.18	-66.62948341789871	-0.7066323730126957	-0.15417364137790665	1255154552572456e-34	0.4997881101304757
1.185	-66.62948781189984	-0.7068043858561411	-0.153977231699393	12133909073251858e-35	0.4997556108135642
1.19	-66.62949203766105	-0.7069708553193492	-0.15378100538627418	12682305591256865e-35	0.4997261323635622
1.195	-66.629496092395	-0.7071319601136101	-0.15358495259783436	1324859227572681e-34	0.4996995877852537
1.2	-66.62949997340755	-0.7072878809648161	-0.1533890631375598	13053386356042983e-35	0.4996758891646658
1.205	-66.62950367809927	-0.7074388003590122	-0.15319332647863526	1362369515804559e-34	0.4996549477934979
1.21	-66.62950720396873	-0.7075849022888964	-0.15299773178936854	14214643131751596e-35	0.49963667429241765
1.215	-66.62951054861207	-0.7077263720015191	-0.15280226795848115	14830130000557503e-35	0.49962097873307526
1.22	-66.62951370972563	-0.7078633957475183	-0.15260692362026862	15475236488695403e-35	0.4996077707587422
1.225	-66.62951668510864	-0.7079961605322639	-0.1524116871795797	16155541896955e-32	0.49959695970332463
1.23	-66.62951947266106	-0.7081248538690179	-0.15221654683659305	16876438765608322e-35	0.49958845470881763
1.235	-66.62952207039123	-0.7082496635346852	-0.15202149061137216	17642686129886796e-35	0.4995821648408283
1.24	-66.62952447640922	-0.7083707773281028	-0.15182650636814785	18458286289216637e-35	0.49957799920235574
1.245	-66.62952668893438	-0.7084883828315162	-0.15163158183933634	181434398256236e-33	0.49957586704537055
1.25	-66.6295287062954	-0.7086026671752261	-0.15143670464924114	18984004382159845e-35	0.4995756778803862
1.255	-66.6295305269278	-0.7087138168057848	-0.1512418623374173	19878238870714426e-35	0.4995773415837917
1.26	-66.6295321493812	-0.7088220172580953	-0.15104704238168778	19878653426114583e-35	0.49958076850277744
1.265	-66.6295335723154	-0.7089274529314706	-0.15085223222076427	20791439439416002e-35	0.49958586955795653
1.27	-66.62953479450324	-0.709030306870077	-0.15065741927647427	20863084018586107e-35	0.499592556343415
1.275	-66.62953581483177	-0.709130760547948	-0.15046259097557052	21896553677042273e-35	0.49960074122420056
1.28	-66.62953663230302	-0.7092289936587322	-0.15026773477106795	2299839815620562e-34	0.49961033743116373
1.285	-66.62953724603352	-0.7093251839105157	-0.1500728381631298	24172824161481766e-35	0.49962125915307504
1.29	-66.62953765525937	-0.709419506825875	-0.14987788871945806	24580315386499227e-35	0.49963342162591384
1.295	-66.62953785932939	-0.7095121355473012	-0.14968287409517222	25813615987785013e-35	0.49964674121938696
1.3	-66.6295378577135	-0.7096032406483964	-0.14948778205218047	27122151262279407e-35	0.49966113552044056
1.305	-66.62953764999938	-0.7096929899507727	-0.14929260047798532	28509249774358195e-35	0.4996765234138938
1.31	-66.62953723589371	-0.7097815483470622	-0.1490973174039694	27473907034949618e-35	0.4996928251600061
1.315	-66.62953661522182	-0.709869077630025	-0.14890192102299146	2789416517374004e-34	0.49970996246905014
1.32	-66.6295357879297	-0.7099557363280827	-0.14870639970642183	2848943976702802e-34	0.4997278585727405
